pathway_name,gene_symbol
REACTOME_PHASE_3_RAPID_REPOLARISATION,"['KCNQ1', 'KCNH2', 'AKAP9', 'KCNE4', 'KCNE2', 'KCNE3', 'KCNE5', 'KCNE1']"
REACTOME_RAF_ACTIVATION,['CALM1']
PID_VEGFR1_PATHWAY,['CALM1']
REACTOME_P75NTR_REGULATES_AXONOGENESIS,['CALM1']
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,['CALM1']
KEGG_ALZHEIMERS_DISEASE,['CALM1']
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS,['CALM1']
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS,['CALM1']
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE,['CALM1']
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,['CALM1']
KEGG_HOMOLOGOUS_RECOMBINATION,['CALM1']
PID_NCADHERIN_PATHWAY,['CALM1']
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,['CALM1']
REACTOME_INTERFERON_GAMMA_SIGNALING,['CALM1']
REACTOME_RSK_ACTIVATION,['CALM1']
KEGG_PROSTATE_CANCER,['CALM1']
REACTOME_TIGHT_JUNCTION_INTERACTIONS,['CALM1']
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,['CALM1']
REACTOME_INTERLEUKIN_18_SIGNALING,"['ALOX5', 'IL4', 'IL18R1', 'IL18RAP', 'IL37', 'IL18BP', 'IL18', 'IL13']"
REACTOME_SIGNALING_BY_NOTCH1_IN_CANCER,['CALM1']
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT,['CALM1']
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,['CALM1']
PID_BETA_CATENIN_NUC_PATHWAY,['CALM1']
BIOCARTA_NEUTROPHIL_PATHWAY,"['SELE', 'ITGAM', 'ITGAL', 'ITGB2', 'PECAM1', 'CD44', 'ICAM1', 'SELL']"
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K,['CALM1']
PID_P53_REGULATION_PATHWAY,['CALM1']
PID_REELIN_PATHWAY,['CALM1']
REACTOME_DIGESTION,['CALM1']
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,"['CDH1', 'CBLL1', 'RPS27A', 'UBC', 'CTNNB1', 'UBB', 'SRC', 'CTNND1', 'UBA52']"
REACTOME_CGMP_EFFECTS,['CALM1']
REACTOME_MEIOSIS,['CALM1']
KEGG_INOSITOL_PHOSPHATE_METABOLISM,['CALM1']
REACTOME_SIGNALING_BY_FGFR1,['CALM1']
REACTOME_ARMS_MEDIATED_ACTIVATION,['CALM1']
REACTOME_SIGNALING_BY_FGFR3,['CALM1']
REACTOME_SIGNALING_BY_FGFR4,['CALM1']
REACTOME_SPHINGOLIPID_METABOLISM,['CALM1']
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION,"['LRP6', 'RSPO4', 'RNF43', 'LGR6', 'USP8', 'LGR5', 'RPS27A', 'RSPO3', 'RSPO2', 'UBC', 'WNT3A', 'LRP5', 'FZD5', 'FZD6', 'RSPO1', 'UBB', 'FZD4', 'FZD8', 'ZNRF3', 'LGR4', 'UBA52']"
REACTOME_ENOS_ACTIVATION,['CALM1']
REACTOME_REPRESSION_OF_WNT_TARGET_GENES,['CALM1']
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,['CALM1']
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,['CALM1']
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES,['CALM1']
BIOCARTA_FLUMAZENIL_PATHWAY,['CALM1']
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,['CALM1']
PID_AJDISS_2PATHWAY,['CALM1']
REACTOME_DISEASES_OF_METABOLISM,['CALM1']
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,['CALM1']
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,['CALM1']
SIG_CD40PATHWAYMAP,['CALM1']
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES,['CALM1']
REACTOME_DECTIN_2_FAMILY,['CALM1']
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS,['CALM1']
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,['CALM1']
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING,['CALM1']
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,['CALM1']
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,['CALM1']
REACTOME_MITOTIC_PROPHASE,['CALM1']
REACTOME_SIGNALING_BY_MST1,['CALM1']
BIOCARTA_AKAP13_PATHWAY,['CALM1']
KEGG_DNA_REPLICATION,['CALM1']
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA,['CALM1']
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,['CALM1']
REACTOME_MEIOTIC_RECOMBINATION,['CALM1']
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,['CALM1']
REACTOME_EGFR_DOWNREGULATION,['CALM1']
REACTOME_METABOLISM_OF_LIPIDS,['CALM1']
REACTOME_SODIUM_CALCIUM_EXCHANGERS,['CALM1']
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,['CALM1']
KEGG_TYROSINE_METABOLISM,['CALM1']
REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15,['CALM1']
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,['CALM1']
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA,"['GYS1', 'EPM2A', 'PPP1R3C', 'RPS27A', 'UBC', 'GYG1', 'UBB', 'NHLRC1', 'UBA52']"
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,['CALM1']
REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA,"['CROT', 'ACOX3', 'CRAT', 'ACOT8', 'SCP2', 'HSD17B4', 'ACOXL', 'ACOX2', 'AMACR']"
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,['CALM1']
REACTOME_REPRODUCTION,['CALM1']
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,['CALM1']
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,['CALM1']
BIOCARTA_WNT_PATHWAY,['CALM1']
REACTOME_DEGRADATION_OF_DVL,['CALM1']
REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS,"['TAC1', 'TACR2', 'TACR1', 'TAC3', 'TACR3']"
PID_LYMPH_ANGIOGENESIS_PATHWAY,['CALM1']
PID_SYNDECAN_3_PATHWAY,['CALM1']
REACTOME_FRUCTOSE_METABOLISM,"['AKR1B1', 'ALDOB', 'KHK', 'SORD', 'TKFC', 'ALDH1A1', 'GLYCTK']"
PID_PI3K_PLC_TRK_PATHWAY,['CALM1']
REACTOME_SIGNALING_BY_NOTCH,['CALM1']
PID_BETA_CATENIN_DEG_PATHWAY,['CALM1']
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,['CALM1']
KEGG_SPHINGOLIPID_METABOLISM,['CALM1']
REACTOME_SIGNALING_BY_NTRKS,['CALM1']
KEGG_PROTEIN_EXPORT,['CALM1']
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,['CALM1']
KEGG_HISTIDINE_METABOLISM,['CALM1']
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,['CALM1']
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION,['CALM1']
BIOCARTA_TCYTOTOXIC_PATHWAY,"['CD3G', 'CD3E', 'CD8A', 'CD247', 'ITGAL', 'ITGB2', 'CD28', 'CD3D', 'CD2', 'ICAM1', 'THY1', 'PTPRC']"
REACTOME_HEMOSTASIS,['CALM1']
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL,['CALM1']
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,['CALM1']
BIOCARTA_MAL_PATHWAY,['CALM1']
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES,['CALM1']
REACTOME_DIGESTION_OF_DIETARY_LIPID,['CALM1']
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,['CALM1']
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,['CALM1']
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,['CALM1']
REACTOME_MYOGENESIS,['CALM1']
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,['CALM1']
REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL,['CALM1']
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,['CALM1']
BIOCARTA_TPO_PATHWAY,['CALM1']
BIOCARTA_TOB1_PATHWAY,['CALM1']
REACTOME_SMOOTH_MUSCLE_CONTRACTION,['CALM1']
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,['CALM1']
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,"['GNA15', 'GNA11', 'CHRM3', 'PLCB2', 'PLCB3', 'PRKCA', 'GNA14', 'GNAQ', 'PLCB1', 'MARCKS']"
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,['CALM1']
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,['CALM1']
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,['CALM1']
REACTOME_KERATAN_SULFATE_DEGRADATION,['CALM1']
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,['CALM1']
BIOCARTA_STATHMIN_PATHWAY,['CALM1']
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,['CALM1']
REACTOME_METABOLISM_OF_STEROID_HORMONES,['CALM1']
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,"['CREBBP', 'SIRT1', 'EP300', 'KAT2B', 'FOXO3', 'TXN', 'SIRT3', 'FOXO1', 'FOXO4', 'TXNIP']"
REACTOME_OPSINS,['CALM1']
BIOCARTA_LEPTIN_PATHWAY,['CALM1']
BIOCARTA_HES_PATHWAY,['CALM1']
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1,['CALM1']
BIOCARTA_IFNG_PATHWAY,['CALM1']
KEGG_BETA_ALANINE_METABOLISM,['CALM1']
BIOCARTA_NO2IL12_PATHWAY,['CALM1']
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,['CALM1']
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,"['LTF', 'S100A8', 'S100A7', 'LCN2', 'S100A9', 'S100A7A']"
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,['CALM1']
REACTOME_MISCELLANEOUS_SUBSTRATES,"['CYP3A43', 'CYP2W1', 'CYP2D6', 'CYP4B1', 'CYP2U1', 'CYP4A22', 'CYP2S1', 'CYP4F11', 'CYP4F22', 'CYP4F2', 'CYP4F3', 'CYP4A11']"
REACTOME_METABOLISM_OF_NON_CODING_RNA,['CALM1']
REACTOME_DNA_REPLICATION_PRE_INITIATION,['CALM1']
PID_ALK1_PATHWAY,['CALM1']
REACTOME_MITOCHONDRIAL_BIOGENESIS,['CALM1']
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION,['CALM1']
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,['CALM1']
BIOCARTA_BAD_PATHWAY,['CALM1']
REACTOME_NUCLEOBASE_CATABOLISM,['CALM1']
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,['CALM1']
REACTOME_DISEASES_ASSOCIATED_WITH_VISUAL_TRANSDUCTION,"['OPN1LW', 'RBP1', 'TTR', 'LRAT', 'OPN1SW', 'RDH5', 'STRA6', 'RBP4', 'RDH12', 'RLBP1', 'NAPEPLD', 'ABCA4', 'OPN1MW']"
BIOCARTA_CREB_PATHWAY,['CALM1']
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,['CALM1']
KEGG_STEROID_BIOSYNTHESIS,['CALM1']
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,['CALM1']
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,['CALM1']
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY,['CALM1']
REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION,"['MYBL2', 'NOP2', 'TFAP2A', 'HSPD1', 'NPM1']"
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,['CALM1']
REACTOME_PREGNENOLONE_BIOSYNTHESIS,"['TSPOAP1', 'STARD3NL', 'AKR1B1', 'TSPO', 'STARD3', 'FDX1', 'CYP11A1', 'STAR', 'FDXR', 'STARD4', 'STARD6', 'FDX2']"
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1,['CALM1']
REACTOME_FCGR_ACTIVATION,['CALM1']
REACTOME_PINK_PARKIN_MEDIATED_MITOPHAGY,['CALM1']
BIOCARTA_MET_PATHWAY,['CALM1']
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,['CALM1']
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY,['CALM1']
REACTOME_VITAMIN_C_ASCORBATE_METABOLISM,['CALM1']
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,['CALM1']
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,['CALM1']
PID_IL23_PATHWAY,['CALM1']
REACTOME_LGI_ADAM_INTERACTIONS,['CALM1']
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,['CALM1']
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2PLUS,['CALM1']
REACTOME_MET_ACTIVATES_PTPN11,"['HGF', 'MET', 'GAB1', 'GRB2', 'PTPN11']"
KEGG_PEROXISOME,['CALM1']
REACTOME_ACTIVATION_OF_SMO,['CALM1']
REACTOME_NEDDYLATION,['CALM1']
BIOCARTA_FMLP_PATHWAY,['CALM1']
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,['CALM1']
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,['CALM1']
REACTOME_DNA_DAMAGE_BYPASS,['CALM1']
BIOCARTA_EEA1_PATHWAY,['CALM1']
REACTOME_HIV_LIFE_CYCLE,['CALM1']
REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL,['CALM1']
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,['CALM1']
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,['CALM1']
REACTOME_ORGANIC_ANION_TRANSPORTERS,"['SLC17A6', 'SLC17A7', 'SLC5A5', 'SLC17A5', 'SLC17A1', 'SLC25A22', 'SLC17A8', 'SLC25A18', 'SLC25A10', 'SLC5A8']"
REACTOME_CYCLIN_A:CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,['CALM1']
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,['CALM1']
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION,"['ITGAL', 'RUNX3', 'CBFB', 'ITGA4', 'SPP1', 'RORC']"
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM,['CALM1']
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION,['CALM1']
REACTOME_SIGNALING_BY_ERYTHROPOIETIN,['CALM1']
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION,['CALM1']
KEGG_LONG_TERM_POTENTIATION,['CALM1']
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,['CALM1']
KEGG_NUCLEOTIDE_EXCISION_REPAIR,['CALM1']
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,['CALM1']
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,"['SLC4A1', 'CA2', 'RHAG', 'CA1', 'CA4', 'HBA2', 'HBA1', 'AQP1', 'HBB']"
NABA_ECM_AFFILIATED,['CALM1']
BIOCARTA_CHEMICAL_PATHWAY,['CALM1']
REACTOME_PROSTANOID_LIGAND_RECEPTORS,"['TBXA2R', 'PTGER3', 'PTGFR', 'PTGER2', 'PTGIR', 'PTGER1', 'PTGDR', 'PTGER4', 'PTGDR2']"
BIOCARTA_PPARA_PATHWAY,['CALM1']
BIOCARTA_TUBBY_PATHWAY,"['HTR2C', 'GNAQ', 'PLCB1', 'TUB', 'CHRM1']"
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,['CALM1']
REACTOME_INTERLEUKIN_7_SIGNALING,"['HGF', 'IL7', 'JAK3', 'PIK3R2', 'CISH', 'PIK3R3', 'SOCS2', 'STAT5A', 'SMARCA4', 'PIK3R1', 'TSLP', 'IL2RG', 'JAK1', 'RAG1', 'STAT3', 'IL7R', 'IRS1', 'STAT5B', 'RAG2', 'HIST2H3D', 'SOCS1', 'BRWD1', 'IRS2', 'HIST1H3J', 'HIST1H3D', 'HIST2H3C', 'HIST2H3A', 'CRLF2', 'HIST1H3G', 'HIST1H3E', 'HIST1H3I', 'HIST1H3A', 'HIST1H3F', 'HIST1H3H']"
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,['CALM1']
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,['CALM1']
REACTOME_INTESTINAL_ABSORPTION,"['NPC1L1', 'SLC5A1', 'SLC2A5', 'SLC2A2', 'RSC1A1']"
REACTOME_NICOTINATE_METABOLISM,['CALM1']
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,['CALM1']
PID_PI3KCI_AKT_PATHWAY,['CALM1']
KEGG_HEDGEHOG_SIGNALING_PATHWAY,['CALM1']
BIOCARTA_NDKDYNAMIN_PATHWAY,['CALM1']
BIOCARTA_BLYMPHOCYTE_PATHWAY,"['CD80', 'ITGAL', 'CR1', 'ITGB2', 'CR2', 'CD40', 'HLA-DRA', 'HLA-DRB5', 'ICAM1', 'FCGR2B', 'PTPRC', 'HLA-DRB1', 'HLA-DRB4', 'HLA-DRB3']"
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING,['CALM1']
REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,['CALM1']
PID_S1P_S1P4_PATHWAY,"['GNA12', 'GNAZ', 'GNAI2', 'MAPK3', 'CDC42', 'PLCG1', 'GNA13', 'MAPK1', 'GNAI1', 'RHOA', 'S1PR4', 'GNAI3', 'S1PR5', 'GNAO1']"
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING,['CALM1']
REACTOME_RHO_GTPASE_CYCLE,['CALM1']
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,['CALM1']
REACTOME_SIGNALING_BY_NON_RECEPTOR_TYROSINE_KINASES,['CALM1']
REACTOME_REGULATION_OF_TNFR1_SIGNALING,['CALM1']
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_ELONGATION,['CALM1']
PID_SHP2_PATHWAY,['CALM1']
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING,['CALM1']
REACTOME_REGULATION_OF_IFNA_SIGNALING,['CALM1']
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,['CALM1']
REACTOME_ERBB2_REGULATES_CELL_MOTILITY,['CALM1']
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,['CALM1']
BIOCARTA_BARR_MAPK_PATHWAY,['CALM1']
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,['CALM1']
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B:CDK1_COMPLEX,"['YWHAE', 'YWHAH', 'CCNB1', 'YWHAQ', 'CHEK1', 'CDC25C', 'YWHAZ', 'WEE1', 'YWHAB', 'YWHAG', 'CDK1', 'SFN', 'CHEK2']"
PID_IL2_1PATHWAY,['CALM1']
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,['CALM1']
BIOCARTA_P53_PATHWAY,['CALM1']
REACTOME_SIGNALING_BY_NTRK1_TRKA,['CALM1']
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4,"['FGF4', 'FGF20', 'FGF9', 'FGF8', 'FGF6', 'FGF1', 'FGF23', 'PLCG1', 'KLB', 'FGF2', 'FGF18', 'FGF17', 'FGFR4', 'FGF19', 'FGF16']"
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,['CALM1']
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2,"['FGFR2', 'FGF10', 'FGF22', 'FGF4', 'FGF20', 'FGF9', 'FGF8', 'FGF6', 'FGF1', 'FGF23', 'PLCG1', 'FGF5', 'FGF2', 'FGF7', 'FGF18', 'FGF17', 'FGF3', 'FGF16']"
REACTOME_SCAVENGING_BY_CLASS_B_RECEPTORS,['CALM1']
REACTOME_CHL1_INTERACTIONS,"['ANK1', 'NRP1', 'HSPA8', 'CNTN6', 'CHL1', 'ITGA10', 'ITGB1', 'ITGA2', 'ITGA1']"
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,['CALM1']
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,['CALM1']
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS,"['HDAC1', 'CREB1', 'CRH', 'SST', 'MECP2', 'SIN3A', 'BDNF', 'DLL1']"
BIOCARTA_HDAC_PATHWAY,['CALM1']
REACTOME_METHIONINE_SALVAGE_PATHWAY,"['MRI1', 'MTAP', 'GOT1', 'ENOPH1', 'APIP', 'ADI1']"
KEGG_PPAR_SIGNALING_PATHWAY,['CALM1']
REACTOME_G1_PHASE,['CALM1']
REACTOME_SIGNALLING_TO_ERKS,['CALM1']
REACTOME_REGULATION_OF_KIT_SIGNALING,['CALM1']
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA,['CALM1']
KEGG_ENDOMETRIAL_CANCER,['CALM1']
NABA_ECM_GLYCOPROTEINS,['CALM1']
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,['CALM1']
REACTOME_MICRORNA_MIRNA_BIOGENESIS,['CALM1']
REACTOME_METABOLISM_OF_RNA,['CALM1']
REACTOME_APC_C:CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C:CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,['CALM1']
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,['CALM1']
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES,['CALM1']
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,['CALM1']
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES,['CALM1']
REACTOME_PROCESSING_OF_SMDT1,['CALM1']
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,['CALM1']
PID_ATF2_PATHWAY,['CALM1']
REACTOME_LIPID_PARTICLE_ORGANIZATION,"['HILPDA', 'FITM1', 'HSD17B13', 'CIDEA', 'CIDEC', 'FITM2']"
PID_PLK1_PATHWAY,['CALM1']
PID_LPA4_PATHWAY,"['LPAR4', 'PRKACA', 'ADCY1', 'RPS6KA5', 'ADCY3', 'PRKCE', 'ADCY8', 'ADCY4', 'CREB1', 'ADCY7', 'GNAL', 'ADCY2', 'ADCY6', 'ADCY9', 'ADCY5']"
BIOCARTA_GLEEVEC_PATHWAY,['CALM1']
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,['CALM1']
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,['CALM1']
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,"['ST6GALNAC4', 'ST6GALNAC3', 'ST6GALNAC6', 'B4GALNT1', 'GLB1', 'ST6GALNAC5', 'SLC33A1', 'ST3GAL5', 'ST3GAL2', 'ST3GAL1', 'HEXB', 'ST8SIA1', 'B3GALT4', 'ST8SIA5', 'HEXA']"
KEGG_TIGHT_JUNCTION,['CALM1']
BIOCARTA_RHODOPSIN_PATHWAY,['CALM1']
BIOCARTA_STEM_PATHWAY,"['CXCL8', 'IL3', 'IL9', 'CSF2', 'CSF3', 'IL5', 'EPO', 'IL4', 'CD8A', 'IL2', 'CSF1', 'IL11', 'IL7', 'CD4', 'IL6']"
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,['CALM1']
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,['CALM1']
BIOCARTA_PPARG_PATHWAY,['CALM1']
PID_NETRIN_PATHWAY,['CALM1']
BIOCARTA_G1_PATHWAY,['CALM1']
PID_AP1_PATHWAY,['CALM1']
REACTOME_MITOTIC_PROMETAPHASE,['CALM1']
REACTOME_METABOLISM_OF_NUCLEOTIDES,['CALM1']
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY,['CALM1']
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS,['CALM1']
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,"['SARS', 'KARS', 'AARS', 'GARS', 'AIMP2', 'CARS', 'TARS', 'RARS', 'DARS', 'FARSB', 'EEF1E1', 'LARS', 'NARS', 'YARS', 'EPRS', 'WARS', 'AIMP1', 'MARS', 'HARS', 'QARS', 'FARSA', 'PPA1', 'IARS', 'VARS']"
REACTOME_PROTEIN_FOLDING,['CALM1']
