"","seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"760","chr3",120460879,120461794,916,"*",15,2.87068649821943e-09,0.0323197853497781,0.108878331976967,0.0377099569079488,0.0117456779940441,0.00410654569071804,"GTF2E1, SNORA33, SNORA81, SNORD66, SNORD2, SNORD5, SNORD63, SNORD61, RABL3, SNORA24, Metazoa_SRP, SNORA18, U4"
"761","chr11",65150083,65150181,99,"*",3,1.65083224303247e-05,0.0320592737646595,0.0685882939369478,0.038292147872944,0.00444687508893576,0.00379996708210086,"SLC25A45, SNORD43"
"762","chr10",99160663,99161279,617,"*",9,1.11469086687898e-06,0.0213086516135017,0.0838451126426624,0.0385547576758307,0.0104513662983981,0.00433846969785028,"RP11-452K12.7, SNORA17, RRP12"
"763","chr8",42036940,42037170,231,"*",2,1.99803522641815e-05,0.0234147772677699,0.079868121814728,0.0386560658380088,-0.0185085978903248,-0.00218966193584866,"SNORA7, PLAT"
"764","chr17",67410253,67410995,743,"*",10,7.56279579689689e-07,0.0147591366023458,0.110752257492862,0.0388604632576485,0.00612077085969606,0.00363379138924319,"SNORA69, MAP2K6"
"765","chr10",134399880,134400191,312,"*",3,1.3086612940098e-05,0.0403677058431575,0.053746982263421,0.0394699950452888,-0.0266803935822113,-0.0153818464579661,"INPP5A"
"766","chr6",28303629,28304451,823,"*",13,2.18857203577378e-07,0.129275611250848,0.133033590742435,0.0394845691598803,0.00717639610479121,0.0040452208500532,"ZSCAN31, SNORA20"
"767","chr1",44444217,44444305,89,"*",3,1.98510762210511e-05,0.0446910899041361,0.0605638538823777,0.0395076297955418,-0.0137026411707368,-0.00922811562148745,"snoU13, Y_RNA, SCARNA16, U1, SCARNA17, SCARNA18, SCARNA24, SNORD112, SNORA62, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SNORA25, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, SNORA31, SNORA42, SNORA40, SNORD64, ACA64, snoU109, SNORD60, SNORD116"
"768","chr3",48471659,48471901,243,"*",4,2.46146287845433e-05,0.0378647591634814,0.080264671194456,0.0395746795065569,-0.0211743963004891,-0.0134827472211386,"U7, SNORD77, SNORA33, SNORA81, SNORD5, SNORD38, SNORD63, Metazoa_SRP, SNORA18"
"769","chr14",45431075,45431486,412,"*",7,9.01067985066094e-06,0.0388272148426838,0.0704109904439872,0.0396361357903581,0.00977655761018534,0.00381545812446788,"FAM179B, SNORA79, KLHL28"
"770","chr4",81106663,81107185,523,"*",5,4.31626582698263e-06,0.0716924275826868,0.0821313972605446,0.0405357699114772,-0.0231345795984784,-0.0138679164828182,"SNORD74, SNORA3, SNORD50, PRDM8, snoR442, SNORA11, RP11-377G16.2, SNORD42, snoU2_19, SNORD65"
"771","chr6",30651511,30652907,1397,"*",18,3.5849602109577e-10,0.0701077405370236,0.102372570219951,0.0406755907721032,0.0136834176472306,0.00514743717601327,"PPP1R18, SNORA20"
"772","chr20",44509606,44510001,396,"*",10,8.0833905796238e-07,0.0417062597271272,0.119704638635567,0.041185020597161,0.00711576874397808,0.00381879173934432,"ZSWIM1"
"773","chr4",83955829,83956648,820,"*",10,3.45782557983452e-07,0.0414482841786192,0.0851261025440758,0.0411922192664924,0.0062323948311125,0.00336165798176893,"SNORD74, SNORA3, SNORD50, COPS4, SNORA11, snoU2_19, SNORD65"
"774","chr1",161123637,161123937,301,"*",7,1.01795299420932e-05,0.0487430397763995,0.0589324515825285,0.0412350686290651,0.00691982491719595,0.00299373986771309,"snoU13, Y_RNA, SCARNA16, SNORD112, SNORA63, U3, SNORA51, SNORA25, SNORD59, UFC1, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SNORA31, SNORA40, RP11-297K8.2, SNORD78, snoU109, SNORD60, SNORD116"
"775","chr4",1166990,1167423,434,"*",5,6.05680217245449e-06,0.0170503187409906,0.0804759855211479,0.0414987294590786,-0.0126175316871909,-0.00931061705743708,"SPON2"
"776","chr10",22609897,22610507,611,"*",7,5.56468604240494e-06,0.101413572164471,0.0638900694711681,0.0418785763894773,0.00896303344432037,0.00395296401583205,"COMMD3-BMI1, BMI1"
"777","chr11",2920564,2921176,613,"*",4,5.27140088609479e-06,0.015397022794206,0.115160913115507,0.0420455413872523,-0.0189598759046082,-0.0131897343833005,"LSP1, SLC22A18, SLC22A18AS"
"778","chr3",185655795,185656289,495,"*",6,1.45900753146717e-05,0.0726611515965299,0.065637925262864,0.0421941011847505,-0.0325925027295043,-0.00501868903845011,"SNORA81, SNORD2, TRA2B, U4"
"779","chr3",122101951,122102218,268,"*",7,1.0578873707763e-05,0.0540818624366703,0.117744262922642,0.042330328108274,0.0106698266288959,0.00454867761984203,"SNORA33, SNORA81, SNORD66, SNORD2, SNORD5, SNORD63, SNORD61, CCDC58, SNORA24, Metazoa_SRP, SNORA18, U4"
"780","chr2",105275138,105275613,476,"*",2,2.40208393834881e-05,0.0302766576677269,0.0627606294372697,0.0425822143239138,-0.0438190311286613,-0.0201156480117037,"SNORA73, SNORA64, SNORA12, SNORA74, SNORA19, snR65, 5S_rRNA, SNORA4, SNORD11, SNORD51, SNORA41, SCARNA6, SNORD39, SNORA75, ACA59, SNORA48, SNORD56, SNORA43, SNORA1, Vault"
"781","chr2",33359198,33359550,353,"*",5,1.69202619419931e-05,0.0226698868501725,0.102316666304078,0.0429338561649561,-0.0322349212123463,-0.0194741018021506,"SNORA73, SNORA64, LTBP1, SNORA74, snR65, SCARNA6, SNORD39, SNORD18, SNORA36, SNORA75, SNORA48, SNORD56, SNORA43, SNORA1, Vault"
"782","chr8",142238452,142238957,506,"*",6,2.22612409686167e-06,0.371580928834493,0.0569610168331963,0.0433277949454769,-0.0332163303740303,-0.0141541673711018,"SLC45A4"
"783","chr17",49008786,49009658,873,"*",5,6.41969553024849e-06,0.0199920512185155,0.0962811619515702,0.0434872109945499,-0.0171195119720474,-0.00618878062910782,"SNORA69"
"784","chr8",144680893,144681106,214,"*",3,1.87666242438323e-05,0.0821428125032086,0.0448878940411713,0.0436561323090714,-0.0161252186489598,-0.00934036217800281,"TIGD5, EEF1D"
"785","chr3",139108681,139109058,378,"*",7,9.62334847550732e-06,0.165468300841937,0.0350879224645953,0.0438548403594259,0.00728483020710502,0.00316421670892921,"RP11-319G6.1, SNORA81, SNORD66, SNORD2, SNORD5, Metazoa_SRP, SNORA18, U4"
"786","chr19",44331009,44331566,558,"*",8,9.66540469299912e-06,0.0212588742740584,0.142528060537759,0.0439331475332283,-0.0189069383737586,0.00186829245950028,"ZNF283, LYPD5"
"787","chr12",7260888,7262545,1658,"*",13,7.71170152442527e-08,0.0442138985992312,0.117618192972751,0.0439508812948168,-0.00755745835451349,0.00277212723285579,"C1RL-AS1, C1RL"
"788","chr17",58499300,58500186,887,"*",9,1.8306944848898e-06,0.0113888595884797,0.123977949363057,0.0448276080059552,-0.0202996309045812,-0.0131508085023781,"SNORA69, C17orf64, USP32"
"789","chr17",25798942,25799447,506,"*",5,1.30486848387305e-05,0.0187965589705352,0.125282252789189,0.0451888246981261,0.0198678573089338,0.0147864480086325,"SNORA69, KSR1"
"790","chr6",33383819,33384537,719,"*",7,1.93555912543997e-07,0.0143957783596589,0.141916124006638,0.0452163005657425,0.018111724254125,0.0124567486910079,"SNORA38, PHF1, CUTA, SNORA20"
"791","chr6",32908466,32908980,515,"*",8,1.17511213455927e-06,0.0205859862145599,0.136282101647048,0.0452430059917829,0.0105250680542409,0.00678966411272876,"SNORA38, HLA-DMB, XXbac-BPG181M17.5, SNORA20"
"792","chr2",66672337,66672553,217,"*",2,4.58980276013563e-06,0.0286580129583906,0.0851004873231074,0.0458474590510808,-0.0243349882896199,-0.0237865643605302,"SNORA73, SNORA64, SNORD75, SNORA12, SNORA74, MEIS1, SNORA19, snR65, 5S_rRNA, SNORA4, SNORD11, SNORA41, SCARNA6, SNORD39, SNORD18, SNORA36, SNORA75, ACA59, SNORA48, SNORD56, SNORA43, SNORA1, Vault"
"793","chr8",144408506,144408588,83,"*",2,3.20019655375171e-05,0.0317661280143896,0.0718176195568994,0.0463833170716839,-0.0184752746155394,-0.0146854211239549,"TOP1MT"
"794","chr11",8008774,8009242,469,"*",5,2.74398182949188e-06,0.0242195490494152,0.0996460303916258,0.0464324206830082,0.0123766719049568,0.00540967578359603,"LSP1, EIF3F"
"795","chr17",46622454,46622715,262,"*",7,1.42811641131799e-05,0.018467099176875,0.15715299952321,0.0466151063905982,-0.0176052730479335,-0.0131436569814876,"SNORA69, HOXB-AS1, HOXB2"
"796","chr11",118436523,118437133,611,"*",17,1.85077154033467e-08,0.0222359468413255,0.147767685614419,0.0472907758976447,0.0231604868618866,0.0055739439225653,"IFT46"
"797","chr8",21916256,21916355,100,"*",2,3.36234722299179e-05,0.0301430902851692,0.0852782095070629,0.0475988601347573,-0.00763366042205327,-0.00660241734224115,"DMTN, SNORA7"
"798","chr6",20534373,20534796,424,"*",12,7.49944947927109e-07,0.0165626628213123,0.161422127253465,0.048368579078895,0.0139378329911156,0.00661502603101871,"CDKAL1, SNORA20"
"799","chr20",44485762,44486710,949,"*",11,9.28771648676097e-07,0.0177205869226444,0.142155498185547,0.0489602302913669,0.00951572782557278,0.00374746110590864,"ZSWIM3, ACOT8"
"800","chr16",86011615,86012468,854,"*",6,4.73877556961391e-07,0.12161360075859,0.0470518392996597,0.0493165734673116,-0.0250861903382871,-0.0114203800378698,NA
"801","chr19",52674958,52675470,513,"*",8,1.54001863183292e-07,0.18553874731063,0.0867860211076538,0.0495861771200294,0.0284920385047499,0.0150469355639359,"CTD-2525I3.2"
"802","chr2",192015514,192016217,704,"*",8,3.99630641945602e-06,0.0578439123606649,0.0798565188587189,0.0497160637877044,0.0112500664239373,0.00270464339335693,"SNORA4, SNORD11, SNORD51, SNORA41, SCARNA6, SNORD39, SNORA75, SNORA48, STAT4, SNORA1, Vault"
"803","chr5",65018493,65018961,469,"*",6,2.58837750695417e-06,0.0732625941572879,0.0660594693589763,0.0499694146242063,-0.029366812934216,-0.00279937514351951,"NLN, SNORA50, snoZ6, SNORA27, SNORA68, RPS23P5, SNORA57, SGTB, SNORA76, 7SK, SNORD45"
"804","chr7",87848143,87848358,216,"*",4,1.11249332338864e-05,0.0334525030591987,0.0628801511051946,0.0501831209266781,0.00563890698724462,0.00474384829554143,"CTB-167B5.1, SRI"
"805","chr6",73973008,73973128,121,"*",5,1.59805890582186e-05,0.0547356400044561,0.0996679886880333,0.050528028752498,0.00430285865443386,0.00282489368120262,"SNORA38, SNORA8, SCARNA15, RP11-398K22.12, SNORD28, KHDC1, SNORA20"
"806","chr10",90966701,90967233,533,"*",9,1.43126874424909e-06,0.136202561075576,0.0932429036950161,0.0516270116478152,0.00558950237242022,0.00278169969156041,"SNORA17, CH25H"
"807","chr22",45097327,45097596,270,"*",2,6.33829478238269e-06,0.166114418840565,0.0217606356729432,0.0516295541276986,-0.0207994595790447,-0.0111586141163773,"PRR5"
"808","chr13",114839662,114839831,170,"*",2,7.80821188562937e-06,0.233137102596899,0.0199135494191545,0.0517807566457682,-0.0240508060461178,-0.0126634009030856,"SNORD36, RASA3"
"809","chr17",1552970,1554059,1090,"*",11,1.93833588222059e-09,0.472426005932793,0.0350263433121461,0.0517880363959924,-0.0212093314722339,-0.00672452461546755,"RILP, PRPF8"
"810","chr1",63988419,63989278,860,"*",11,2.08638658802693e-06,0.0452766534201022,0.108953635794515,0.0523604043157387,0.0163323522900981,0.0043211454299305,"snoU13, Y_RNA, SCARNA16, U1, SCARNA18, SCARNA24, SNORD112, SNORA62, SNORA63, SNORD46, EFCAB7, SNORA2, SNORD81, U3, SNORA51, SNORA25, SNORA58, CKS1B, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, ITGB3BP, SNORA31, SNORA42, SNORA40, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"811","chr6",31547704,31548107,404,"*",3,1.03184412907826e-05,0.0236273791384558,0.1236511592838,0.0525794588287399,0.0194893342426856,0.0159036686720813,"SNORA20"
"812","chr20",30406582,30406707,126,"*",3,6.38231052235297e-06,0.102629686446814,0.0503105982974972,0.0526502260823662,-0.0174173590507768,-0.0104218054549022,NA
"813","chr12",50135280,50136105,826,"*",13,8.60730751665108e-07,0.0256182207259551,0.162947815455757,0.0529574474274867,0.0175031221667953,0.00703203663751765,"TMBIM6, snoMe28S-Am2634"
"814","chr10",72433155,72433218,64,"*",2,3.65049196342863e-05,0.0344031405368855,0.0892682669140045,0.0532083727081654,-0.0144120344645876,-0.012738238655178,"ADAMTS14, SNORA71, SNORA17"
"815","chr16",2261069,2261237,169,"*",7,2.05688369927919e-05,0.0230517226742921,0.130536279324751,0.0533968237965235,-0.010442934740466,-0.00515035113032761,"BRICD5"
"816","chr8",28747299,28747839,541,"*",8,6.07598981634103e-06,0.0471786884073088,0.144367517288751,0.0534143037593911,0.0104531571515027,0.00385973690261468,"SNORA7, INTS9"
"817","chr14",55493805,55494452,648,"*",6,7.15368023291035e-06,0.0521675755107098,0.0664717917864718,0.0552871385193998,0.0222320558209055,0.00713235224058258,"SOCS4, SNORA79, WDHD1"
"818","chr6",32764865,32765150,286,"*",9,9.3647313721802e-06,0.0130225817876274,0.157913535330411,0.0554391481783381,0.0069165832375328,0.00476235789292853,"SNORA38, SNORA20"
"819","chr8",19459996,19460443,448,"*",7,1.0108755781147e-05,0.0150295266797695,0.160115601840707,0.0562296550321188,-0.0155172880196222,-0.0114544293631802,"SNORA7, CSGALNACT1"
"820","chr1",151138249,151138996,748,"*",13,4.02910428644762e-08,0.0601685239268899,0.0845717365524524,0.0563091350600823,0.00753334438905798,0.00280980989185427,"snoU13, Y_RNA, SCARNA16, SNORD112, SNORA63, U3, SNORA51, SNORA25, SCNM1, SNORA58, CKS1B, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SNORA31, SNORA42, SNORA40, LYSMD1, SCARNA4, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"821","chr1",17765735,17766995,1261,"*",14,8.97654432935432e-08,0.0342825148803926,0.129133169548056,0.0565938891968474,-0.0177437456377091,9.14041109703557e-05,"snoU13, Y_RNA, SCARNA16, SCARNA21, U1, SNORD112, SNORA62, SNORA63, SNORA2, U3, SNORA51, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, RCC2, SNORA31, SNORA42, SNORA40, ACA64, snoU109, SNORD60"
"822","chr11",36310773,36311375,603,"*",12,6.59750172474294e-07,0.0262209603158691,0.133694632326335,0.0567078156902863,0.0119983018291597,0.00426165080017298,"COMMD9"
"823","chr1",112297799,112298289,491,"*",9,1.60257912009275e-07,0.0448788549654593,0.0702418655793336,0.0569463919681592,0.0121562646284458,0.00330494049925033,"snoU13, Y_RNA, SCARNA16, U1, SNORD112, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SNORA25, DDX20, SNORA58, CKS1B, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SCARNA11, SNORA31, FAM212B, SNORA42, SNORA40, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"824","chr12",56211383,56212269,887,"*",13,4.16035533320487e-07,0.0642440083930907,0.15587867774647,0.0570557059152733,0.00856089557801383,0.00304843974816875,"ORMDL2, SARNP, RP11-762I7.5, snoMe28S-Am2634"
"825","chr16",67978429,67978450,22,"*",3,2.08535371988085e-05,0.0527294936797681,0.0804598522545656,0.0572091618975587,-0.0105656058881919,-0.00730429215761715,"SNORD111, SLC12A4, SNORD33"
"826","chr14",75348294,75348779,486,"*",10,3.87337067804103e-06,0.0614437012820574,0.107052414085605,0.0577959704368441,0.00673172170328599,0.00326967931783349,"DLST, SNORA46, SNORA79"
"827","chr15",40886835,40887043,209,"*",2,1.04687154220293e-05,0.0370012244239458,0.0982270560111585,0.0580241354264944,0.0115270409847399,0.00974064856709372,"CASC5"
"828","chr1",111682055,111682652,598,"*",8,3.72964993995615e-06,0.0275114881254865,0.131873373461482,0.0584438287060407,0.0209507839005782,0.0055141136558375,"snoU13, Y_RNA, SCARNA16, U1, SNORD112, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SNORA25, CEPT1, SNORA58, CKS1B, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SCARNA11, SNORA31, DRAM2, SNORA42, SNORA40, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"829","chr1",230883300,230883552,253,"*",2,1.66764010573461e-05,0.0590145875299486,0.0512613836768801,0.0587296407119363,-0.0209206742761793,-0.0143666492743635,"snoU13, Y_RNA, SNORD112, SNORA25, CAPN9, U8, RP11-99J16__A.2"
"830","chr11",89956357,89957033,677,"*",9,6.72746744047633e-06,0.0114459724855739,0.185479497011436,0.0587701071502564,0.0227906776855819,0.00993892533686183,"CHORDC1"
"831","chr17",4337082,4337231,150,"*",6,2.0876711394226e-05,0.144224709250258,0.0889720445767907,0.058826351594306,0.00548514342637513,0.00338118146256418,"SPNS3"
"832","chr12",56551398,56552019,622,"*",6,7.23861605236726e-06,0.10660336821586,0.0952451164367105,0.0589160328233125,0.0070424751929663,0.00315756357605819,"MYL6B, MYL6, RP11-603J24.14, snoMe28S-Am2634"
"833","chr6",33235504,33236353,850,"*",12,1.90241902677286e-07,0.057923187602555,0.146452079339684,0.0592746071859104,-0.008117973950721,-0.00381013269232555,"SNORA38, VPS52, SNORA20"
"834","chr6",31868368,31869588,1221,"*",24,6.86561036630622e-12,0.0402010387168339,0.182978428524519,0.0593674216564894,-0.0171426429342191,-0.00487727897225687,"SNORA38, C2, ZBTB12, SNORA20"
"835","chr2",3704363,3704773,411,"*",6,2.67251452821324e-05,0.0253607534200612,0.143245371449241,0.0596662309246617,0.0342287461767549,0.0224985257584108,"SNORA73, SNORA64, SNORA48, SNORD56, SNORA43"
"836","chr17",80197360,80197538,179,"*",3,1.21499305903361e-05,0.172000845975707,0.018599210953099,0.0607224938244956,-0.0179249560198912,-0.00828928213953784,"SNORA69, SLC16A3, CSNK1D"
"837","chr1",24742166,24742201,36,"*",3,3.85186153485283e-05,0.0415181202437305,0.0967450601505775,0.0609914735749282,0.003869155554149,0.00274169435319222,"snoU13, Y_RNA, SCARNA16, SCARNA21, U1, SCARNA17, SCARNA18, SNORD112, SNORA62, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, STPG1, SNORA31, SNORA42, SNORA40, ACA64, snoU109, SNORD60"
"838","chr16",21963795,21964792,998,"*",11,7.34226820477523e-06,0.0178175641328775,0.139938861494256,0.0611930509763053,0.00868269634358414,0.004269514913222,"UQCRC2"
"839","chr21",34774164,34774627,464,"*",2,9.07883853278831e-06,0.0416222109662249,0.0907837411306821,0.0612056780872888,-0.0316163015471093,-0.0265073361227955,NA
"840","chr4",100484573,100485234,662,"*",12,1.09865050534844e-07,0.244706027279578,0.078300901317984,0.0622069914499584,0.0225953164666602,0.00446821410117478,"SNORD74, SNORD50, MTTP, SNORA11, TRMT10A, snoU2_19, SNORD65"
"841","chr12",54718606,54719080,475,"*",9,1.94792648626117e-05,0.0230935103874309,0.144790866680984,0.0629742436774691,0.00523242006127007,0.00390603856277603,"RP11-968A15.8, COPZ1, snoMe28S-Am2634"
"842","chr6",116600638,116601663,1026,"*",14,1.87621820540226e-07,0.0353371954568522,0.149104392645504,0.0629856163732566,0.00973053926493839,0.00486138314271667,"SNORA38, SNORA8, DSE, RP1-93H18.1, SNORD28, TSPYL1, SNORA20"
"843","chr5",137548698,137549391,694,"*",10,7.21730190917508e-06,0.0187030424662827,0.179599321624348,0.0631752903631367,0.00888370221911869,0.00445068370792982,"SNORA27, SNORA68, SNORA57, 7SK, CDC23, SNORD45, SNORD95"
"844","chr7",149570163,149570989,827,"*",5,2.31560829161206e-05,0.241191480584606,0.0518701302308946,0.063273894523414,-0.019680495741249,-0.00207637465384992,"ATP6V0E2, ATP6V0E2-AS1"
"845","chr20",18477778,18478084,307,"*",6,1.20504603695265e-05,0.0489932016841093,0.0674006508464366,0.063305122335937,0.0102740772564331,0.00387855616437558,"RBBP9"
"846","chr19",19648555,19649144,590,"*",10,3.16952862050731e-06,0.0275265668203813,0.12096398346671,0.0633196857161098,-0.0269944772113103,-0.0142006506506338,"CILP2"
"847","chr16",67225915,67226033,119,"*",6,1.92726216316964e-05,0.122040563409586,0.0843363165784807,0.0633382648644989,0.00591523057883182,0.00313827962526117,"SNORD111, SNORD33"
"848","chr12",46767289,46767747,459,"*",3,2.02604758635595e-05,0.349847136510503,0.03069019747124,0.0635292153987645,0.0140023153218093,0.00742101128370383,"RP11-474P2.2, snoMe28S-Am2634"
"849","chr6",31514607,31515136,530,"*",3,1.4295532685009e-05,0.0323750739418796,0.117684137373323,0.063848224928948,0.00739222927661745,0.00503847138035636,"NFKBIL1, ATP6V1G2, SNORA20"
"850","chr10",92631135,92632228,1094,"*",15,2.48216313364809e-07,0.0137452085130513,0.157484033338432,0.0641767332952869,0.0136974687158695,0.00536890610076903,"RPP30, SNORA17"
"851","chr1",115124207,115124491,285,"*",9,3.60225826712094e-06,0.0913196298831911,0.0885335850410333,0.0647582064273866,0.0106976755059615,0.00451336888135078,"snoU13, Y_RNA, SCARNA16, U1, SNORD112, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SNORA25, SNORA58, CKS1B, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SCARNA11, SNORA31, BCAS2, SNORA42, SNORA40, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"852","chr1",115300440,115300693,254,"*",3,3.38774797251183e-05,0.098168447707246,0.0655754353902277,0.0647999151686599,0.004999553965397,0.00374490117592881,"snoU13, Y_RNA, SCARNA16, U1, SNORD112, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SNORA25, SNORA58, CKS1B, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SCARNA11, SNORA31, CSDE1, SNORA42, SNORA40, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"853","chr12",51632284,51632990,707,"*",9,1.06361444523412e-05,0.0364583540357268,0.126639707578304,0.0649883687433487,0.00751590949650638,0.00292980582029441,"DAZAP2, snoMe28S-Am2634"
"854","chr12",58176230,58176694,465,"*",9,8.1790422053788e-06,0.0463901081337045,0.114997168285767,0.0652785398050812,0.0126118910740193,0.00485219956468378,"METTL21B, RP11-571M6.15, TSFM, snoMe28S-Am2634"
"855","chr6",30509458,30510021,564,"*",8,5.54818093616388e-06,0.0419477690327687,0.122777686562483,0.0660439071109986,0.012239571307874,0.00606379258053601,"GNL1, SNORA20"
"856","chr10",71892362,71893365,1004,"*",11,1.03494074919391e-07,0.218697304256026,0.0860328070636672,0.0665909451336179,-0.0230467788277054,-0.0069173701895557,"SNORA71, AIFM2"
"857","chr15",42787236,42787946,711,"*",9,6.7113997160755e-06,0.0967587618569962,0.102346246011681,0.0668678771675575,0.0133303145156853,0.00508593730063511,"SNAP23"
"858","chr12",2113119,2113435,317,"*",3,4.97633926198945e-06,0.113077044332021,0.072251480142861,0.0669420092341434,0.00413108024602817,0.00292764345352665,"CACNA1C, DCP1B"
"859","chr2",178129680,178130284,605,"*",8,2.69923514125636e-06,0.115210909076897,0.0752718076879768,0.0669835289321146,0.00505586400437089,0.00250544088266634,"AC079305.10, SNORA4, SNORD11, SNORD51, SNORA41, SCARNA6, SNORD39, SNORA75, ACA59, SNORA48, NFE2L2, SNORA43, SNORA1, Vault"
"860","chr6",30658281,30659043,763,"*",18,9.88007375957864e-09,0.0429443823912456,0.174906364119652,0.0671684014876704,0.0123497410344279,0.00388829704484691,"NRM, SNORA20"
"861","chr12",7072696,7072891,196,"*",4,7.86667119140457e-06,0.0674299986100493,0.0613297022375706,0.0676767957238674,-0.021838614395399,-0.0105906816572321,"EMG1, U47924.27, MIR200C"
"862","chr6",139349681,139349838,158,"*",5,3.51648987954331e-05,0.0658144491192193,0.129030500090781,0.0697016852441429,0.00371148094421299,0.00239003491274184,"ABRACL, SNORD28, SNORA20"
"863","chr6",32164413,32165321,909,"*",17,2.78173144068685e-10,0.0532164710509158,0.145906820417985,0.0705181467604485,-0.0240383628335697,-0.0104281608363763,"SNORA38, NOTCH4, SNORA20"
"864","chr11",369119,369875,757,"*",6,3.46509625107741e-09,0.213030137495212,0.0479345621432113,0.0706610759829034,0.0141806873662333,0.0069075973715079,"B4GALNT4"
"865","chr6",143998952,143999715,764,"*",11,7.01416003289285e-06,0.0214026024068743,0.165827368563496,0.0707379621387515,-0.0158875383019701,-0.00644217660633652,"PHACTR2, SNORD28, SNORA20"
"866","chr19",36001142,36001897,756,"*",11,1.37545204305002e-06,0.0498726570849192,0.144920883846977,0.0711406512344972,-0.0140341530755316,0.00228738023426531,"DMKN"
"867","chr17",71088851,71089186,336,"*",9,1.30909951936355e-05,0.0290570938168902,0.128794972611797,0.0713206981927943,0.0103739983763102,0.00584760938252924,"SNORA69, SLC39A11"
"868","chr1",19578443,19578761,319,"*",4,1.47494560721595e-05,0.0519083657442954,0.0804594242836729,0.0714519058541635,0.00432508615167269,0.000930197389951086,"snoU13, Y_RNA, SCARNA16, SCARNA21, U1, MRTO4, SNORD112, SNORA62, SNORA63, SNORA2, SNORD81, U3, SNORA51, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, SNORA31, SNORA42, SNORA40, ACA64, snoU109, SNORD60"
"869","chr6",79788061,79788573,513,"*",12,1.85586172296852e-06,0.0223749017381438,0.159393182281764,0.0715524533091694,0.0114118353441076,0.00429009206768665,"SNORA38, SNORA8, SCARNA15, SNORD28, SNORA20"
"870","chr1",155177783,155178555,773,"*",5,7.58011929100833e-06,0.0895273079669016,0.0911999162298466,0.0723934548386733,-0.0101948772121534,-0.00166820651355458,"snoU13, Y_RNA, SCARNA16, SNORD112, SNORA63, U3, SNORA51, SNORA25, SNORD59, MTX1, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SNORA31, SNORA42, SNORA40, THBS3, SCARNA4, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"871","chr1",206729553,206729613,61,"*",2,2.54981915648611e-05,0.04691127066677,0.115686889398944,0.072939802244834,0.0142251279657607,0.0133828846061625,"snoU13, Y_RNA, SNORD112, U3, SNORA51, SNORA25, SNORA70, RASSF5, SNORA26, SNORA72, U8, SNORD116"
"872","chr12",51717674,51718355,682,"*",11,8.64519927483563e-07,0.0926975845334244,0.122586928542742,0.0738569725384261,0.0168325407164398,0.00592322881774824,"BIN2, snoMe28S-Am2634"
"873","chr17",79479815,79479987,173,"*",7,1.96409000297292e-05,0.0227920436740815,0.165089533797076,0.0742867138849357,0.0148526591448764,0.0059485179602443,"SNORA69, ACTG1"
"874","chr11",66278004,66278160,157,"*",8,1.74845803974516e-05,0.118803961589256,0.0690688952127729,0.0753035864128101,0.00825630447790988,0.00439737242001674,"CTD-3074O7.11, BBS1, SNORD43"
"875","chr6",42951711,42952586,876,"*",13,2.41405004704336e-06,0.0240001190942245,0.184498948340969,0.075788827652816,0.00663686347801046,0.00314345171807817,"SNORA38, SNORA8, PPP2R5D, SCARNA15, SNORA20"
"876","chr6",31760288,31761076,789,"*",15,1.07034069811364e-08,0.0800641265340951,0.15567869983059,0.0769434088545525,-0.0211144770933765,-0.00924063566267172,"SNORA38, VARS, SNORA20"
